profile,loss,n,k,interleave,dup,batch,success_rate,avg_unique,avg_kept,avg_dup_supp,mode,priority,max_part,beacons,beacon_sent,telemetry_from_session
heavy,0.2,30,20,12,2,1000,100.00,28.18,47.68,19.49,ecdh,critical,256,True,0,True
